Depth,POINTID,pH_CaCl2,pH_H2O,EC,OC,CaCO3,P,N,K,OC (20-30 cm),CaCO3 (20-30 cm),Ox_Al,Ox_Fe,NUTS_0,NUTS_1,NUTS_2,NUTS_3,TH_LAT,TH_LONG,SURVEY_DATE,Elev,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc,Depth_code,land_use_code,OC_Class,pH_Class,Fertility_Class,photo_path,photo_exists
0-20 cm,41882776,4.1,4.76,11.3,122.5,3.0,24.2,7.2,93.2,13.45,287.5,0.9,1.9,DE,DE1,DE13,DE136,48.083111,8.215605936,21-08-18,1054,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\418\827\41882776E.jpg,True
0-20 cm,41883064,5.1,5.41,46.0,84.6,5.0,24.4,8.3,231.9,13.45,287.5,0.9,1.9,DE,DEB,DEB1,DEB1B,50.672323,8.118411606,24-05-18,594,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\418\830\41883064E.jpg,True
0-20 cm,41883154,3.7,4.18,8.87,31.6,5.0,15.0,2.3,48.2,13.45,287.5,0.9,1.9,DE,DEA,DEA5,DEA5B,51.481013,8.085234529,23-07-18,226,C10,U361,Woodland,Broadleaved woodland,"Amenities, museum, leisure (e.g. parks, botanical gardens)",1,4,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\418\831\41883154E.jpg,True
0-20 cm,41883208,4.3,5.28,7.78,13.2,5.0,75.8,1.0,513.9,13.45,287.5,0.9,1.9,DE,DEA,DEA3,DEA38,51.96615758,8.064621866,18-07-18,53,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\418\832\41883208E.jpg,True
0-20 cm,41902738,6.8,7.21,20.92,36.9,4.0,53.9,3.8,107.7,13.45,287.5,0.9,1.9,DE,DE1,DE13,DE13A,47.74169965,8.25414483,23-08-18,880,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\027\41902738E.jpg,True
0-20 cm,41902954,7.3,7.98,21.66,20.8,75.0,42.2,1.9,468.0,13.45,287.5,1.0,1.0,DE,DEB,DEB3,DEB3B,49.68412406,8.18477906,4/6/2018,239,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\029\41902954E.jpg,True
0-20 cm,41903260,5.1,5.73,9.05,25.0,5.0,81.0,1.9,55.9,13.45,287.5,1.2,2.0,DE,DE9,DE94,DE94E,52.43377382,8.073645281,11/9/2018,46,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\032\41903260E.jpg,True
0-20 cm,41903314,4.6,5.41,5.81,32.0,5.0,140.0,2.0,129.9,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE948,52.91885131,8.052248586,12/9/2018,31,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land,1,10,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\033\41903314E.jpg,True
0-20 cm,41903350,6.0,6.38,15.12,30.1,5.0,35.3,2.9,67.0,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE946,53.24222227,8.037657717,3/7/2018,6,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\033\41903350E.jpg,True
0-20 cm,41923186,5.9,6.15,39.34,11.0,5.0,32.3,1.4,184.9,13.45,287.5,0.9,1.9,DE,DEA,DEA3,DEA38,51.7694468,8.131013979,30-05-18,142,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\231\41923186E.jpg,True
0-20 cm,41962754,6.8,7.28,22.22,36.1,3.0,48.0,4.1,274.6,13.45,287.5,0.9,1.9,DE,DE1,DE13,DE132,47.88688944,8.329399412,24-08-18,839,B52,U111,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\627\41962754E.jpg,True
0-20 cm,41962892,6.9,7.53,15.04,9.3,2.0,69.1,1.1,292.8,13.45,287.5,0.9,1.9,DE,DEB,DEB3,DEB3E,49.12802056,8.287564723,19-06-18,120,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\628\41962892E.jpg,True
0-20 cm,41962952,7.5,8.16,22.9,16.1,178.0,22.6,1.4,350.7,13.45,287.5,0.6,0.5,DE,DEB,DEB3,DEB3B,49.66744728,8.268533999,4/6/2018,127,B22,U111,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\629\41962952E.jpg,True
0-20 cm,41963126,6.1,6.5,18.93,20.3,1.0,101.9,2.5,183.9,13.45,287.5,0.9,1.9,DE,DEA,DEA5,DEA57,51.23125447,8.21021133,6/7/2018,290,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\631\41963126E.jpg,True
0-20 cm,41963222,6.2,6.64,7.75,12.6,1.0,61.5,1.2,129.2,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE94E,52.09378584,8.175882103,26-06-18,10086,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\632\41963222E.jpg,True
0-20 cm,41963248,6.2,6.66,11.41,10.9,5.0,55.7,1.2,207.7,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE94E,52.32736506,8.166302698,25-06-18,74,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\632\41963248E.jpg,True
0-20 cm,41963360,5.4,5.98,14.04,54.7,5.0,100.0,3.6,112.7,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE946,53.33347353,8.12358479,11/7/2018,5,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\633\41963360E.jpg,True
0-20 cm,41982722,6.7,6.99,20.2,58.1,4.0,10.4,5.1,45.7,13.45,287.5,0.9,1.9,DE,DE1,DE13,DE13A,47.59939062,8.36530609,13-09-18,620,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\827\41982722E.jpg,True
0-20 cm,41983298,5.3,5.95,11.38,18.3,5.0,92.0,1.6,138.5,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE948,52.77698856,8.177156831,18-07-18,-12,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\419\832\41983298E.jpg,True
0-20 cm,42003148,5.8,6.1,28.8,45.5,5.0,15.7,4.9,133.9,13.45,287.5,0.9,1.9,DE,DEA,DEA5,DEA5B,51.42980184,8.259985642,19-07-18,361,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\031\42003148E.jpg,True
0-20 cm,42003184,6.4,6.85,23.02,14.3,1.0,102.7,1.7,304.0,13.45,287.5,0.5,2.1,DE,DEA,DEA3,DEA38,51.75326222,8.247573547,12/6/2018,44,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\031\42003184E.jpg,True
0-20 cm,42003238,4.9,5.65,8.19,13.7,1.0,62.2,1.4,145.6,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE94E,52.23841659,8.228539877,26-06-18,37,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\032\42003238E.jpg,True
0-20 cm,42022908,6.7,7.17,20.75,9.0,5.0,54.0,1.1,316.6,13.45,287.5,0.9,1.9,DE,DEB,DEB3,DEB3E,49.27310747,8.364954427,15-06-18,121,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\229\42022908E.jpg,True
0-20 cm,42023304,3.3,4.07,6.14,27.2,1.0,13.1,1.6,33.0,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE948,52.83177567,8.234239187,14-09-18,60,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\233\42023304E.jpg,True
0-20 cm,42063100,4.8,5.45,10.01,42.2,5.0,34.6,4.4,112.7,13.45,287.5,0.9,1.9,DE,DEA,DEA5,DEA5A,50.99972565,8.361652136,4/7/2018,477,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\631\42063100E.jpg,True
0-20 cm,42063322,5.5,5.98,17.36,24.5,5.0,98.4,1.9,140.4,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE94D,52.99433765,8.287227441,10/9/2018,15,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\633\42063322E.jpg,True
0-20 cm,42082918,7.4,7.85,40.64,13.3,109.0,29.0,1.6,205.3,13.45,287.5,0.9,1.9,DE,DEB,DEB3,DEB3I,49.36418841,8.444515533,31-08-18,108,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\829\42082918E.jpg,True
0-20 cm,42083076,3.8,4.45,10.86,56.1,2.0,30.1,3.8,117.0,13.45,287.5,0.9,1.9,DE,DE7,DE72,DE722,50.78444149,8.397578803,13-06-18,543,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\830\42083076E.jpg,True
0-20 cm,42083224,3.8,4.14,14.89,82.8,2.0,36.8,5.0,79.7,13.45,287.5,1.9,6.1,DE,DEA,DEA4,DEA42,52.11432488,8.350276881,19-06-18,117,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\832\42083224E.jpg,True
0-20 cm,42083332,4.8,5.59,11.28,33.2,5.0,87.2,2.1,47.1,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE94D,53.08459289,8.313516782,28-06-18,8,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\833\42083332E.jpg,True
0-20 cm,42083350,4.8,5.47,21.04,169.7,1.0,73.3,10.1,143.1,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE94G,53.24629459,8.307193759,20-06-18,0,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\420\833\42083350E.jpg,True
0-20 cm,42103248,3.5,4.0,13.41,37.3,5.0,44.5,3.1,67.9,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE94E,52.33035602,8.371609277,3/7/2018,-1,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\421\032\42103248E.jpg,True
0-20 cm,42123178,7.2,7.81,22.98,22.7,52.0,54.7,2.8,294.1,13.45,287.5,0.9,1.9,DE,DEA,DEA5,DEA5B,51.7018123,8.423192545,26-06-18,10052,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\421\231\42123178E.jpg,True
0-20 cm,42142970,7.2,7.84,15.37,12.5,35.0,52.2,1.3,407.0,13.45,287.5,0.7,0.8,DE,DE7,DE71,DE717,49.83280796,8.512821683,4/8/2018,90,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\421\429\42142970E.jpg,True
0-20 cm,42143270,5.5,5.97,16.55,39.6,5.0,68.4,3.3,91.1,13.45,287.5,0.4,3.4,DE,DE9,DE92,DE922,52.52880251,8.423249902,2/7/2018,40,B21,U111,Cropland,Potatoes,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\421\432\42143270E.jpg,True
0-20 cm,42143366,5.2,5.9,22.77,52.9,1.0,28.4,4.5,236.2,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE94G,53.39125652,8.391680622,24-08-18,10038,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\421\433\42143366E.jpg,True
0-20 cm,42163298,5.0,5.26,58.63,76.1,5.0,93.0,6.4,209.6,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE94F,52.78074741,8.443831956,17-07-18,-29,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\421\632\42163298E.jpg,True
0-20 cm,42182748,7.2,7.69,20.3,23.9,98.0,58.7,2.8,339.3,13.45,287.5,0.9,1.9,DE,DE1,DE13,DE136,47.83698589,8.624809245,26-08-18,792,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\421\827\42182748E.jpg,True
0-20 cm,42183148,3.3,3.71,10.86,60.1,5.0,26.5,3.6,63.8,13.45,287.5,0.9,1.9,DE,DEA,DEA5,DEA57,51.43336942,8.518759803,23-07-18,421,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\421\831\42183148E.jpg,True
0-20 cm,42183342,4.8,5.52,12.8,40.8,5.0,40.9,4.4,113.2,13.45,287.5,0.9,1.9,DE,DE9,DE94,DE94G,53.17642652,8.459523641,30-06-18,1,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\421\833\42183342E.jpg,True
0-20 cm,42222936,7.2,7.8,23.25,19.1,6.0,36.0,2.2,280.0,13.45,287.5,0.9,1.9,DE,DE1,DE12,DE128,49.52852982,8.632654843,7/7/2018,102,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\229\42222936E.jpg,True
0-20 cm,42223056,5.2,5.8,7.45,24.9,5.0,17.5,2.7,60.3,13.45,287.5,0.9,1.9,DE,DE7,DE72,DE721,50.60726911,8.601438468,23-05-18,202,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\230\42223056E.jpg,True
0-20 cm,42223066,5.4,6.05,9.13,19.9,5.0,49.5,2.3,206.0,13.45,287.5,0.9,1.9,DE,DE7,DE72,DE724,50.69714852,8.598756275,6/7/2018,10316,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\230\42223066E.jpg,True
0-20 cm,42243136,3.9,4.55,11.76,142.9,3.0,40.9,8.8,106.8,13.45,287.5,0.9,1.9,DE,DEA,DEA5,DEA57,51.3265938,8.608304707,5/8/2018,781,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\431\42243136E.jpg,True
0-20 cm,42243402,5.9,6.41,34.59,19.2,5.0,64.4,2.4,205.9,13.45,287.5,0.9,1.9,DE,DE9,DE93,DE932,53.71657824,8.530852987,18-09-18,0,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\434\42243402E.jpg,True
0-20 cm,42263008,6.2,6.76,13.32,24.5,5.0,44.9,2.7,354.7,13.45,287.5,0.9,1.9,DE,DE7,DE71,DE712,50.17648226,8.670120168,12/8/2018,102,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\630\42263008E.jpg,True
0-20 cm,42263076,3.9,4.45,10.87,42.1,5.0,38.1,2.9,110.6,13.45,287.5,0.9,1.9,DE,DE7,DE72,DE724,50.78770151,8.652774099,6/7/2018,10334,C10,U120,Woodland,Broadleaved woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\630\42263076E.jpg,True
0-20 cm,42263094,3.8,4.41,10.46,48.5,1.0,26.5,2.7,57.7,13.45,287.5,0.9,1.9,DE,DE7,DE72,DE724,50.94947812,8.648087584,16-09-18,285,C33,U120,Woodland,Other mixed woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\630\42263094E.jpg,True
0-20 cm,42263098,5.0,5.52,8.39,35.0,5.0,24.1,3.9,97.5,13.45,287.5,0.9,1.9,DE,DE7,DE73,DE736,50.98542761,8.647040629,16-09-18,310,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\630\42263098E.jpg,True
0-20 cm,42283108,3.6,4.32,7.1,26.7,2.0,30.4,1.7,55.6,13.45,287.5,0.9,1.9,DE,DE7,DE73,DE736,51.0756297,8.672947258,31-07-18,464,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\831\42283108E.jpg,True
0-20 cm,42283198,5.0,5.55,7.0,27.4,1.0,21.5,2.5,68.3,13.45,287.5,0.9,1.9,DE,DEA,DEA4,DEA42,51.88440935,8.649239383,4/7/2018,124,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\831\42283198E.jpg,True
0-20 cm,42283288,6.8,7.21,11.85,13.1,3.0,53.1,1.6,268.0,13.45,287.5,0.5,1.4,DE,DE9,DE92,DE922,52.69307693,8.624459933,13-09-18,48,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\832\42283288E.jpg,True
0-20 cm,42283356,4.4,4.76,82.11,407.9,1.0,27.8,29.2,219.8,13.45,287.5,0.9,1.9,DE,DE9,DE93,DE932,53.30402066,8.604983623,30-08-18,2,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\422\833\42283356E.jpg,True
0-20 cm,42303034,7.5,7.96,15.85,18.6,38.0,13.7,2.0,269.9,13.45,287.5,1.1,1.0,DE,DE7,DE71,DE71E,50.41083803,8.719814656,12/8/2018,151,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\030\42303034E.jpg,True
0-20 cm,42322970,6.1,6.61,15.36,21.4,1.0,50.5,2.4,425.3,13.45,287.5,0.7,2.1,DE,DE7,DE71,DE716,49.8358098,8.762954076,4/8/2018,265,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Neutral,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\229\42322970E.jpg,True
0-20 cm,42323042,6.1,6.52,25.1,17.2,5.0,56.2,2.0,254.2,13.45,287.5,0.9,1.9,DE,DE7,DE72,DE721,50.48305909,8.74603739,23-05-18,220,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Neutral,Moderate,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\230\42323042E.jpg,True
0-20 cm,42323068,6.5,7.02,13.54,15.9,1.0,32.7,1.6,284.6,13.45,287.5,0.6,1.7,DE,DE7,DE72,DE724,50.71675829,8.739785451,6/7/2018,10269,B32,U111,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\230\42323068E.jpg,True
0-20 cm,42323086,6.6,7.07,10.14,8.5,1.0,42.1,1.0,114.6,13.45,287.5,0.9,1.9,DE,DE7,DE72,DE724,50.87854167,8.735411506,16-09-18,230,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Low,Alkaline,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\230\42323086E.jpg,True
0-20 cm,42323104,6.9,7.42,18.46,15.8,2.0,42.4,1.9,274.1,13.45,287.5,0.9,1.9,DE,DE7,DE73,DE736,51.04031857,8.730999653,16-09-18,321,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\231\42323104E.jpg,True
0-20 cm,42323114,3.9,4.58,7.03,18.0,5.0,29.1,1.6,88.8,13.45,287.5,0.9,1.9,DE,DE7,DE73,DE736,51.13019195,8.728532068,31-07-18,432,D10,U120,Shrubland,Shrubland with sparse tree cover,Forestry,1,12,Moderate,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\231\42323114E.jpg,True
0-20 cm,42323144,3.8,4.51,5.94,34.5,2.0,27.7,2.4,50.0,13.45,287.5,0.9,1.9,DE,DEA,DEA5,DEA57,51.39980122,8.7210574,5/8/2018,456,C21,U120,Woodland,Spruce dominated coniferous woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\231\42323144E.jpg,True
0-20 cm,42343028,6.6,6.94,10.6,16.9,1.0,80.3,1.8,458.9,13.45,287.5,0.6,1.4,DE,DE7,DE71,DE71E,50.35751813,8.777471153,12/8/2018,132,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\430\42343028E.jpg,True
0-20 cm,42343226,6.7,7.13,9.63,12.4,1.0,39.4,1.4,149.4,13.45,287.5,0.9,1.9,DE,DEA,DEA4,DEA43,52.13697775,8.729266857,16-08-18,162,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\432\42343226E.jpg,True
0-20 cm,42362802,7.0,7.48,25.73,31.5,22.0,119.2,3.7,746.8,13.45,287.5,0.9,1.9,DE,DE1,DE14,DE143,48.32556343,8.854202967,26-09-18,466,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),1,3,High,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\628\42362802E.jpg,True
0-20 cm,42362906,7.2,7.84,22.27,18.1,92.0,19.6,1.7,228.1,13.45,287.5,0.4,1.0,DE,DE1,DE12,DE128,49.26094674,8.832454121,13-06-18,176,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\629\42362906E.jpg,True
0-20 cm,42362968,7.2,7.75,11.66,14.9,40.0,47.4,1.5,339.9,13.45,287.5,0.6,1.4,DE,DE7,DE71,DE716,49.81842076,8.818983802,4/8/2018,187,D20,U312,Shrubland,Shrubland without tree cover,Road transport,1,21,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\629\42362968E.jpg,True
0-20 cm,42363036,6.5,7.18,10.02,16.7,5.0,38.0,1.9,317.0,13.45,287.5,0.9,1.9,DE,DE7,DE71,DE71E,50.42972714,8.803753402,12/8/2018,208,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),1,3,Moderate,Alkaline,High,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\630\42363036E.jpg,True
0-20 cm,42363076,3.9,4.48,15.23,56.4,1.0,26.5,2.7,70.1,13.45,287.5,0.9,1.9,DE,DE7,DE72,DE724,50.78926891,8.794562554,20-06-18,282,C31,U120,Woodland,Spruce dominated mixed woodland,Forestry,1,12,High,Acidic,Low,C:\Users\DELL-E7470\Desktop\Folders\soil fertility\data\Photo\DE\423\630\42363076E.jpg,True
